_id	OPERADOR	DENOMINACIÓN	TIPO DE OPERADOR	MACRODISTRITO	PLACA	TIPO	MARCA	COLOR
2782	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1620PYI	COROLLA	TOYOTA	VERDE
2783	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4463AYP	ALTO	SUZUKI	NARANJA
2784	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2061DRL	COROLLA	TOYOTA	PLATEADO
2785	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	1738ZBR	CALDINA	TOYOTA	AZUL
2786	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1622UFG	CARIB	TOYOTA	AZUL
2787	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4532DZG	ALTO	SUZUKI	GRIS
2788	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1641HPL	SPRINTER	TOYOTA	AZUL
2789	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1641HRR	SPRINTER	TOYOTA	BLANCO
2790	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2052UBE	CALDINA	TOYOTA	BLANCO
2791	Radio Taxi	TRANS CUATRO RUEDAS ALFA S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1651KBH	CARIB	TOYOTA	VERDE
2792	Radio Taxi	RADIO MOVIL NAVAL DEL SUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA ALTO	2036YNI	Sprinter	TOYOTA	VERDE
2793	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5157NIE	Alto	SUZUKI	PLATA
2794	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	2158HGX	SPRINTER CARIB	TOYOTA	PLATEADO
2795	Radio Taxi	RADIO MOVIL SUREÑO S.R.L.	Empresa	MACRODISTRITO 5 SUR-AUQUISAMANA	1656XTU	COROLLA	TOYOTA	BLANCO
2796	Radio Taxi	TRANS DIPLOMATICO	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	5164NEY	ALTO	SUZUKI	PLATA
2797	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1666RKD	COROLLA SPACIO	TOYOTA	NEGRO
2798	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2019HZF	Corolla	TOYOTA	PLATEADo
2799	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5174KBU	ALTO	SUZUKI	PLATA
2800	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1667SII	CARIB	TOYOTA	BLANCO
2801	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2006HUE	COROLLA	TOYOTA	BURDEO
2802	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	2272YPG	SPRINTER CARIB	TOYOTA	BLANCO
2803	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5178PRH	CELERIO	SUZUKI	PLATA
2804	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5184ZNI	ALTO	SUZUKI	BURDEO
2805	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1690BIN	COROLLA	TOYOTA	PLATEADO
2806	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1690XSH	COROLLA	TOYOTA	BEIGE
2807	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5309DZE	ALTO K-10	SUZUKI	GRIS
2808	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1690YSI	COROLLA	TOYOTA	VERDE
2809	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1699KYX	CARIB	TOYOTA	NEGRO
2810	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5312EZD	ALTO	SUZUKI	GRIS
2811	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1699KZB	CARIB GTURING	TOYOTA	BLANCO
2812	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	944HCK	COROLLA	TOYOTA	BLANCO
2813	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1704LBG	SPRINTER	TOYOTA	BLANCO
2814	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1707TPI	COROLLA	TOYOTA	GUINDO
2815	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1920SBG	CALDINa	TOYOTA	NEGRO
2816	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1715GUG	COROLLA	TOYOTA	BLANCO
2817	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1854ZET	COROLLA	TOYOTA	BEIGE
2818	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1822GBK	SPRINTER	TOYOTA	PERLA METALICO
2819	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1717FXD	SPRINTER CARIB	TOYOTA	PLATEADO
2820	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1734CFY	CALDINA	TOYOTA	PLATEADO
2821	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1739LEB	COROLLA	TOYOTA	BLANCO
2822	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1737CUT	COROLLA	TOYOTA	PLATEADO
2823	Radio Taxi	EMPRESA DE TRANSPORTES ETAXI.BO S.A.	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1920CED	SPRINTER CARIB	TOYOTA	PLATEADO
2824	Radio Taxi	RADIO MOVIL NAVAL DEL SUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA ALTO	1573PGU	SPRINTER	TOYOTA	VERDE
2825	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1739ZDH	CARIB	TOYOTA	NEGRO
2826	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1740GUX	COROLLA SPACIO	TOYOTA	PLATEADO
2827	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1752KRT	COROLLA	OPEL	BLANCO
2828	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1762TZL	SPRINTER	TOYOTA	BEIGE
2829	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1766PHY	SPRINTER CARIB	TOYOTA	NEGRO
2830	Radio Taxi	RADIO TAXI ROBYSPOR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-PURA PURA	2604CIX	Vagoneta	TOYOTA	BURDEO
2831	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1770ADY	SPRINTER	TOYOTA	BLANCO
2832	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1785GYY	PULSAR	NISSAN	GUINDO
2833	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1795CAH	CORSA	TOYOTA	PLATEADO
2834	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1798ZSN	YARIS	TOYOTA	BLANCO
2835	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1799RFE	COROLLA	TOYOTA	AZUL
2836	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1818BFN	COROLLA	TOYOTA	PERLA METALICO
2837	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2110ZSY	Corolla	TOYOTA	VERDE
2838	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1823ZUX	SPRINTER	TOYOTA	AZUL
2839	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1826EKC	CALDINA	TOYOTA	BLANCO
2840	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1792ATL	COROLLA	TOYOTA	VERDE
2841	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1834ACL	CLAIR	TOYOTA	BLANCO
2842	Radio Taxi	RADIO TAXI MEGA SERVICE	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1834SRA	PIZAR	DAIHATSU	PLATEADO
2843	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1886YNA	CARIB	TOYOTA	PERLA METALICO
2844	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1226CFI	COROLLA	TOYOTA	PLOMO
2845	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1888SAT	COROLLA	TOYOTA	AZUL
2846	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	5189AAL	ALTO	SUZUKI	GRIS
2847	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1622IKL	COROLLA	TOYOTA	BLANCO
2848	Radio Taxi	RADIO TAXI MEGA SERVICE	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1909KYC	CALDINA	TOYOTA	PLATEADO
2849	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2148IPI	COROLLA	TOYOTA	PLATEADO
2850	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4277FBU	COROLLA AXIO	TOYOTA	AZUL
2851	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4422BBS	ALTO	SUZUKI	BLANCO
2852	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1916UGY	COROLLA	TOYOTA	PLATEADO
2853	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	4458ZSH	ALTO	SUZUKI	PLATA
2854	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	4465BCX	ALTO	SUZUKI	COBRE
2855	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	4454GXR	ALTO	SUZUKI	GRIS
2856	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	4478EYD	ALTO	SUZUKI	ROJO
2857	Radio Taxi	VIPS SUR EXPRESS	Empresa	MACRODISTRITO 5 SUR-IRPAVI	4499IBA	alto	SUZUKI	ROJO
2858	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	4509GLE	ALTO	SUZUKI	COBRE
2859	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	4220ZFF	RACTIS	TOYOTA	PLATEADO
2860	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	4214PUP	JUKE	ISUZU	ROJO
2861	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	4531YUF	V	GREAT WALL	PLATA
2862	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	4209IBI	VOLEEX	GREAT WALL	PLATA
2863	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	4554TUD	VOLEEX	GREAT WALL	GUINDO
2864	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	4678LCF	CELERIO	SUZUKI	PLATA
2865	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	4209GKN	ALTO	SUZUKI	GRIS
2866	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2894BTL	SWIFT	SUZUKI	BLANCO PERLA
2867	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2911GLF	YARIS	TOYOTA	NEGRO
2868	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	4782YLH	COROLLA	TOYOTA	BLANCO
2869	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4793RTS	ALTO	SUZUKI	BLANCO
2870	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	4802YAD	COROLLA FIELDER	TOYOTA	AZUL
2871	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	4814IHY	ALTO	SUZUKI	GRIS
2872	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	3050FTD	SX4	SUZUKI	ROJO
2873	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	4033ZZS	COROLLA AXIO	TOYOTA	PLATEADO
2874	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	402CIS	LEGACY	SUBARU	GUINDO
2875	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	4012CZL	COROLLA	TOYOTA	PLATEADO
2876	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	5010ZZS	EX80	KEYTON	DORADO
2877	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	5176CUN	EX80	KEYTON	PLATA
2878	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	5184KPB	CELERIO	SUZUKI	PLATA
2879	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	3818ZRX	YARIS	TOYOTA	BLANCO
2880	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	3818FGB	CELERIO	SUZUKI	GRIS METALICO
2881	Radio Taxi	RADIO TAXI SERVISUR L.P. LTDA.	Empresa	MACRODISTRITO 5 SUR-COTA COTA	3815BSA	COROLLA AXIO	TOYOTA	GRIS
2882	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	520XNH	COROLLA	TOYOTA	BLANCO
2883	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	3776SED	SAIL	CHEVROLET	PLATA
2884	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3773EKG	AD	NISSAN	BLANCO
2885	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	5222XXU	EX80	KEYTON	BLANCO
2886	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	1064GZR	BALENO	SUZUKI	PLATEADO
2887	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	5309IRL	ALTO	SUZUKI	PLATA
2888	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 4 SAN_ANTONIO-SAN ANTONIO	5310PIC	CELERIO	SUZUKI	BLANCO
2889	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1449TTB	CARIB	TOYOTA	PLATEADO
2890	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	3766UHF	COROLLA FIELDER	TOYOTA	PLATEADO
2891	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	3608ZCH	COROLLA FIELDER	TOYOTA	PLATEADO
2892	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	3450IKA	OK	GEELY	GRIS PLATA
2893	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	3594TTU	ALTO	SUZUKI	AMARILLO
2894	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3588GIF	corolla fielder	TOYOTA	PLATEADO
2895	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	700UUK	COROLLA	TOYOTA	BLANCO
2896	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	1701TBK	CORONA	TOYOTA	PERLA METALICO
2897	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	3121EKF	SX4	SUZUKI	ROJO
2898	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	791KAE	COROLLA	TOYOTA	VERDE
2899	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 3 PERIFERICA-AGUA DE LA VIDA	3479NPX	COROLLA AXIO	TOYOTA	BLANCO
2900	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	1820AXY	COROLLA	TOYOTA	AZUL
2901	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	1854NLG	COROLLA SPACIO	TOYOTA	PLATEADO
2902	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	1985PGR	COROLLA SPACIO	TOYOTA	AZUL
2903	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	1989LBF	CALDINA	TOYOTA	BLANCO
2904	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	922RYP	COROLLA	TOYOTA	BLANCO
2905	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	2051XNK	COROLLA	TOYOTA	BLANCO
2906	Radio Taxi	RADIO MOVIL MIRAFLORES	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	2061BBL	IPSUM	TOYOTA	PLATEADO
2907	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	3470IPI	COROLLA FIELDER	YUEJIN	PLATEADO
2908	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	2097PLD	COROLLA SPACIO	TOYOTA	AZUL
2909	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	2191PXE	SPRINTER	TOYOTA	PLATEADO
2910	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	997NXL	COROLLA	TOYOTA	BLANCO
2911	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	2510XZF	COROLLA	TOYOTA	PLATEADO
2912	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	2527BGI	IPSUM	TOYOTA	PLATEADO
2913	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	2593TIG	COROLLA SPACIO	TOYOTA	PLATEADO
2914	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	3165GAG	FIELDER	TOYOTA	PLATEADO
2915	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	3120TGA	COROLLA FIELDER	TOYOTA	PLATEADO
2916	Radio Taxi	EMPRESA DE TRANSPORTES ETAXI.BO S.A.	Empresa	MACRODISTRITO 5 SUR-CALACOTO	3165PAP	COROLLA AXIO	TOYOTA	AZUL
2917	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	3442SXU	ALTO	SUZUKI	ROJO BURDEOS
2918	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	4026BRK	PROBOX DX	TOYOTA	PLATEADO
2919	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	4031YGX	ERTIGA	SUZUKI	BLANCO
2920	Radio Taxi	RADIO TAXI SERVISUR L.P. LTDA.	Empresa	MACRODISTRITO 5 SUR-COTA COTA	4486IHH	corolla fielder	TOYOTA	NEGRO
2921	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	4783KUE	EX80	KEYTON	PLATEADO
2922	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	631UST	SUNNY	NISSAN	BLANCO
2923	Radio Taxi	RADIO MOVIL SAINT MIGUEL JOEL S.R.L.	Empresa	MACRODISTRITO 5 SUR-LOS PINOS	671GGX	IMPRESA	SUBARU	VERDE
2924	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	2588GLL	forester	SUBARU	PLATEADO
2925	Radio Taxi	RADIO MOVIL OLIVOS DEL SUR	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	1319DPH	Corolla	TOYOTA	BLANCO
2926	Radio Taxi	RADIO MOVIL OLIVOS DEL SUR	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	2210NFF	Ipsum	TOYOTA	BLANCO
2927	Radio Taxi	RADIO MOVIL OLIVOS DEL SUR	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	1733FSD	sprinter carib	TOYOTA	BLANCO
