_id	OPERADOR	DENOMINACIÓN	TIPO DE OPERADOR	MACRODISTRITO	PLACA	TIPO	MARCA	COLOR
1435	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2052KDD	SPRINTER	TOYOTA	VERDE
1436	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1551AHR	SPRINTER	TOYOTA	CREMA
1437	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1938ZTE	COROLLA	TOYOTA	PLATEADO
1438	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2070KNP	SPRINTER CARIB	TOYOTA	PLATEADO
1439	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2109IYU	SPRINTER	TOYOTA	BLANCO
1440	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	2389SRK	PROBOX	TOYOTA	PLATEADO
1441	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1209HSF	CALDINA	TOYOTA	BLANCO
1442	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4111YKN	ALTO	SUZUKI	CELESTE
1443	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2098TZC	SUZUKI	SUZUKI	CELESTE
1444	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2807RPL	B-CLASS	JAC	AZUL
1445	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2250HDP	SPRINTER CARIB	TOYOTA	BLANCO
1446	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	5322TTN	EX80	KEYTON	ANARANJADO
1447	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4503NFK	COROLLA	TOYOTA	NEGRO
1448	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1822DRE	COROLLA	TOYOTA	PLATEADO
1449	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4081TGC	VERSA	NISSAN	CAFE
1450	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3471EYL	PROBOX	TOYOTA	AMARILLO
1451	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	4719YKK	J4	JAC	ROJO
1452	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	2368LHA	COROLLA	TOYOTA	BLANCO
1453	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4538GCA	VERSA	NISSAN	ROJO
1454	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3617CLU	ACCENT	HYUNDAI	GRIS
1455	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4543TIB	EX80	KEYTON	CAFE
1456	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3431TYE	COROLLA	TOYOTA	ROJO
1457	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3810BSD	AD EXPERT	NISSAN	BLANCO
1458	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1797PPL	COROLLA	TOYOTA	BLANCO
1459	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	3589PFK	SENTROJORA	NISSAN	ROJO
1460	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2327GTT	COROLLA	TOYOTA	VERDE
1461	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	803NXP	corolla	TOYOTA	BLANCO
1462	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2066ZCK	COROLLA	TOYOTA	NEGRO
1463	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4126IEN	PROBOX	TOYOTA	BLANCO
1464	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	1819PIA	COROLLA	TOYOTA	GRIS
1465	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3805EYG	NOTE	NISSAN	GRIS
1466	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	4014EUX	J2	JAC	BLANCO
1467	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1046IRP	COROLLA	TOYOTA	PLOMO
1468	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	4719YHD	J4	JAC	ROJO
1469	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4554XYN	COROLLA FIELDER	TOYOTA	PLATEADO
1470	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1475LXB	COROLLA	TOYOTA	VERDE
1471	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1462KAS	CALDINA	TOYOTA	VERDE
1472	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2270DZX	CORSA	TOYOTA	GRIS
1473	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	4053XDB	SWIFT	SUZUKI	PLATA
1474	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3132TCN	YARIS	TOYOTA	AZUL
1475	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	4732RSH	J4	JAC	BLANCO
1476	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1521CCN	SPRINTER	TOYOTA	BLANCO
1477	Radio Taxi	RADIO MOVIL LUNA AZUL	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES ALTO	4091GSH	ALTO	SUZUKI	CELESTE
1478	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	931FPH	CORONA	TOYOTA	BLANCO
1479	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4788RRT	VOLEEX	GREAT WALL	GUINDO
1480	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1625UYK	COROLLA	TOYOTA	CREMA
1481	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4763EIS	VERSA	NISSAN	NEGRO
1482	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2280YLS	IPSUM	TOYOTA	VERDE
1483	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2060XTE	SPRINTER CARIB	TOYOTA	AZUL
1484	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4231ISY	COROLLA FIELDER	TOYOTA	BLANCO
1485	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	4699NGF	EX80	KEYTON	DORADO
1486	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	1463FNP	CALDINA	TOYOTA	AZUL
1487	Radio Taxi	TRANS CUATRO RUEDAS ALFA S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	845EGD	COROLLA	TOYOTA	BLANCO
1488	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2557UFK	SPRINTER	TOYOTA	PERLA
1489	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3773ESC	YARIS	TOYOTA	BLANCO
1490	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1604PYY	COROLLA	TOYOTA	GRIS
1491	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4751UHA	VERSA	NISSAN	GRIS ANOCHECER APERLADO METALICO
1492	Radio Taxi	RADIO MOVIL NAVAL DEL SUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA ALTO	1624CZL	STARLET	TOYOTA	BLANCO
1493	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2249BNI	CALDINA	TOYOTA	PLATEADO
1494	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1451ZGH	CORONA	TOYOTA	PERLA METALICO
1495	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	636SRH	COROLLA	TOYOTA	CAFE METALICO
1496	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	4711SXN	BALENO	SUZUKI	ROJO
1497	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	921PIP	NO DECLARA	SUZUKI	VERDE
1498	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	360DNE	CORONA	TOYOTA	PLOMO
1499	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2906CFP	YARIS	TOYOTA	AZUL
1500	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4826GNR	EX80	KEYTON	PLATA
1501	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4814THG	ALTO	SUZUKI	BURDEO
1502	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1104NGE	COROLLA	TOYOTA	BLANCO
1503	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4829DFR	VOLEEX	GREAT WALL	PLATA
1504	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1699HFS	SPRINTER	TOYOTA	CREMA
1505	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1778LKH	CARIB	TOYOTA	NEGRO
1506	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4796GSG	COROLLA FIELDER	TOYOTA	PLATEADO
1507	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4481LYH	SWIFT	SUZUKI	PLATA
1508	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4770RTR	EX80	KEYTON	DORADO
1509	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4993ZYU	VERSA	NISSAN	VERDE
1510	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1668RKX	CARIB	TOYOTA	BLANCO
1511	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	5011BUR	GRATOUR	FOTON	DORADO
1512	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4227THY	EX80	KEYTON	PLATEADO
1513	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1161SUR	CARINA	TOYOTA	DORADO
1514	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4457NBL	EX80	KEYTON	PLATEADO
1515	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1700HSS	COROLLA	TOYOTA	VERDE
1516	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4120TDN	COROLLA	TOYOTA	GRIS
1517	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	388LDE	COROLLA	TOYOTA	ROJO CONBINADO
1518	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1795DHL	CARIB	TOYOTA	AZUL
1519	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1597CYP	CORONA	TOYOTA	BLANCO
1520	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4815RSR	EX80	KEYTON	AZUL
1521	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1842CGA	COROLLA SPACIO	TOYOTA	PLATEADO
1522	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2536GNN	BELTA	TOYOTA	PLATEADO
1523	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4492NEB	SWIFT	SUZUKI	PLATA
1524	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2002FUP	SPRINTER CARIB	TOYOTA	PLATEADO
1525	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	2872NSE	COROLLA	TOYOTA	NEGRO
1526	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	3604IEP	COROLLA	TOYOTA	VERDE
1527	Radio Taxi	PUNTO CAR	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-VILLA VICTORIA	2518TXT	DEMIO	MAZDA	CRIS
1528	Radio Taxi	RADIO TAXI EL REY S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-ALTO SAN PEDRO	1730FDG	Ipsum	TOYOTA	PLATEADO
1529	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4272PBH	Picanto	ZOTYE	GRIS
1530	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	697PGH	COROLLA	TOYOTA	DORADO
1531	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4503HCT	ALTO	SUZUKI	PLATA
1532	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4748IGL	Alto	SUZUKI	AZUL METALICO
1533	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4806HFU	ECO SPORT	FORD	AZUL
1534	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2381XUD	PROBOX	TOYOTA	BLANCO
1535	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3995TKX	PROBOX	TOYOTA	PLATEADO
1536	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2380CYG	COROLLA FIELDER	TOYOTA	BLANCO
1537	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3431NYA	MATRIX	TOYOTA	GRIS
1538	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	2976RGR	ALTO	SUZUKI	PLATA
1539	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2593SRB	COROLLA	TOYOTA	GRIS
1540	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2977TGD	NOTE	NISSAN	PERLA
1541	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2190XRK	COROLLA SPACIO	TOYOTA	VERDE
1542	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1664FEE	CARIB	TOYOTA	AZUL
1543	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3860UKL	VERSA	NISSAN	GRIS OSCURO
1544	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4825ZBI	V 60	KEYTON	PLATA
1545	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4831AIL	Ex80	-	PLATA
1546	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1650CHN	COROLLA	TOYOTA	BLANCO
1547	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1256TCB	COROLLA	TOYOTA	PLATEADO
1548	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2512TTF	NOTE	NISSAN	PERLA
1549	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1818FPX	SPRINTER	TOYOTA	PLATEADO
1550	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3861ZAP	ACCENT	HYUNDAI	BRONCE
1551	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5006PES	Alto	SUZUKI	AZUL METAL
1552	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2435UCD	PROBOX	TOYOTA	BLANCO
1553	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2333ELX	AERIO	SUZUKI	PLATA
1554	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	5195NXT	EX80	KEYTON	DORADO
1555	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1888NBT	CALDINA	TOYOTA	NEGREO
1556	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2362GPH	COROLLA FIELDER	TOYOTA	PLATEADO
1557	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2593EAK	premacy	MAZDA	VERDE
1558	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1668SCU	CARIB	TOYOTA	BLANCO
1559	Radio Taxi	VIPS SUR EXPRESS	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1567PGU	COROLLA	TOYOTA	AZUL
1560	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4823CYK	CELERIO	SUZUKI	ROJO
1561	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1449YLI	COROLLA	TOYOTA	VERDE
1562	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1737PTD	COROLLA	TOYOTA	AZUL
1563	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2159DAC	STARLET	TOYOTA	AZUL
1564	Radio Taxi	RADIO TAXI DIAMOND	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	5165LDC	V60	KEYTON	PLATA
1565	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1122DXS	COROLLA	TOYOTA	BLANCO
1566	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1733RZH	COROLLA	TOYOTA	BLANCO
1567	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1700NNK	PLATZ	TOYOTA	PLATEADO
1568	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	5210NNH	radio taxi	TOYOTA	PLATA
1569	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	1738XFE	COROLLA	TOYOTA	VERDE
1570	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	2076GTG	COROLLA	TOYOTA	BLANCO
1571	Radio Taxi	FLORISUR GUARACHI S.R.L.	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	2317XSS	Sprinter	TOYOTA	PLATEADO
1572	Radio Taxi	SERVIVALLE DEL SUR S.R.L.	Empresa	MACRODISTRITO 6 MALLASA-MALLASA	1844DRX	Caldina	TOYOTA	VERDE
1573	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1622NEX	COROLLA	TOYOTA	CREMA
1574	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2684YEX	COROLLA	TOYOTA	BLANCO
1575	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	1736IBH	COROLLA	TOYOTA	PLATEADO
1576	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1877YNX	COROLLA	TOYOTA	VERDE
1577	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4237XEB	COROLLA AXIO	TOYOTA	AZUL
1578	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1405YKX	CALDINA	TOYOTA	VERDE
1579	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1492INU	CARIB	TOYOTA	NEGRO
1580	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1744GGT	SPRINTER CARIB	TOYOTA	BLANCO
1581	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4219ZYD	ALTO	SUZUKI	ROJO
1582	Radio Taxi	RADIO MOVIL ROSARIO DE GAVIOTAS SERVICE	Empresa	MACRODISTRITO 1 COTAHUMA-8 DE DICIEMBRE	1461XAT	corolla	TOYOTA	VERDE
1583	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	1664YGE	sprinter carib	TOYOTA	VERDE
1584	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1018IDH	SPRINTER	TOYOTA	AZUL
1585	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	2094ZRX	SPRINTER	TOYOTA	BLANCO
1586	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2002DYU	TINO	NISSAN	BLANCO
1587	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4062GES	ALTO	SUZUKI	COBRE
1588	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	4081IAT	ALTO	SUZUKI	GRIS
1589	Radio Taxi	JLILLIMANI RADIO TAXI S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2189PXR	CALDINA	TOYOTA	BLANCO
1590	Radio Taxi	RADIO MOVIL VCOS SERVICE	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	1216GHK	COROLLA	TOYOTA	BLANCO
